itm_no_item|INVALID ITEM 
itm_two_handed_cleaver|直 刃 战 刀 
itm_two_handed_cleaver_pl|直 刃 战 刀 
itm_military_cleaver_b|直 刃 士 兵 刀 
itm_military_cleaver_b_pl|直 刃 士 兵 刀 
itm_military_cleaver_c|直 刃 军 用 刀 
itm_military_cleaver_c_pl|直 刃 军 用 刀 
itm_military_sickle_a|军 用 镰 刀 
itm_military_sickle_a_pl|军 用 镰 刀 
itm_bastard_sword_a|手 半 剑 
itm_bastard_sword_a_pl|手 半 剑 
itm_bastard_sword_b|重 型 手 半 剑 
itm_bastard_sword_b_pl|重 型 手 半 剑 
itm_one_handed_war_axe_a|单 手 斧 
itm_one_handed_war_axe_a_pl|单 手 斧 
itm_one_handed_battle_axe_a|单 手 战 斗 斧 
itm_one_handed_battle_axe_a_pl|单 手 战 斗 斧 
itm_one_handed_war_axe_b|单 手 战 斧 
itm_one_handed_war_axe_b_pl|单 手 战 斧 
itm_one_handed_battle_axe_b|单 手 战 斗 斧 
itm_one_handed_battle_axe_b_pl|单 手 战 斗 斧 
itm_one_handed_battle_axe_c|单 手 战 斗 斧 
itm_one_handed_battle_axe_c_pl|单 手 战 斗 斧 
itm_two_handed_axe|双 手 斧 
itm_two_handed_axe_pl|双 手 斧 
itm_two_handed_battle_axe_2|双 手 战 斧 
itm_two_handed_battle_axe_2_pl|双 手 战 斧 
itm_shortened_voulge|短 柄 砍 刀 
itm_shortened_voulge_pl|短 柄 砍 刀 
itm_great_axe|巨 斧 
itm_great_axe_pl|巨 斧 
itm_long_axe|长 斧 
itm_long_axe_pl|长 斧 
itm_long_axe_alt|长 斧 
itm_long_axe_alt_pl|长 斧 
itm_long_axe_b|长 战 斧 
itm_long_axe_b_pl|长 战 斧 
itm_long_axe_b_alt|长 战 斧 
itm_long_axe_b_alt_pl|长 战 斧 
itm_long_axe_c|巨 型 长 斧 
itm_long_axe_c_pl|巨 型 长 斧 
itm_long_axe_c_alt|巨 型 长 斧 
itm_long_axe_c_alt_pl|巨 型 长 斧 
itm_bardiche|月 刃 斧 
itm_bardiche_pl|月 刃 斧 
itm_great_bardiche|巨 型 月 刃 斧 
itm_great_bardiche_pl|巨 型 月 刃 斧 
itm_voulge|长 柄 砍 刀 
itm_voulge_pl|长 柄 砍 刀 
itm_long_bardiche|长 月 刃 斧 
itm_long_bardiche_pl|长 月 刃 斧 
itm_great_long_bardiche|巨 型 长 月 刃 斧 
itm_great_long_bardiche_pl|巨 型 长 月 刃 斧 
itm_hafted_blade_b|偃 月 刀 
itm_hafted_blade_b_pl|偃 月 刀 
itm_hafted_blade_a|宽 刃 刀 
itm_hafted_blade_a_pl|宽 刃 刀 
itm_shortened_military_scythe|短 柄 军 用 镰 
itm_shortened_military_scythe_pl|短 柄 军 用 镰 
itm_sword_medieval_a|剑 
itm_sword_medieval_a_pl|剑 
itm_sword_medieval_b|剑 
itm_sword_medieval_b_pl|剑 
itm_sword_medieval_b_small|短 剑 
itm_sword_medieval_b_small_pl|短 剑 
itm_sword_medieval_c|战 士 剑 
itm_sword_medieval_c_pl|战 士 剑 
itm_sword_medieval_c_small|战 士 短 剑 
itm_sword_medieval_c_small_pl|战 士 短 剑 
itm_sword_medieval_c_long|战 士 剑 
itm_sword_medieval_c_long_pl|战 士 剑 
itm_sword_medieval_d_long|战 士 长 剑 
itm_sword_medieval_d_long_pl|战 士 长 剑 
itm_sword_viking_1|日 耳 曼 剑 
itm_sword_viking_1_pl|日 耳 曼 剑 
itm_sword_viking_2|日 耳 曼 剑 
itm_sword_viking_2_pl|日 耳 曼 剑 
itm_sword_viking_2_small|日 耳 曼 短 剑 
itm_sword_viking_2_small_pl|日 耳 曼 短 剑 
itm_sword_viking_3|日 耳 曼 战 剑 
itm_sword_viking_3_pl|日 耳 曼 战 剑 
itm_sword_viking_3_small|日 耳 曼 短 战 剑 
itm_sword_viking_3_small_pl|日 耳 曼 短 战 剑 
itm_sword_khergit_1|游 牧 弯 刀 
itm_sword_khergit_1_pl|游 牧 弯 刀 
itm_sword_khergit_2|弯 刀 
itm_sword_khergit_2_pl|弯 刀 
itm_sword_khergit_3|弯 刀 
itm_sword_khergit_3_pl|弯 刀 
itm_sword_khergit_4|重 型 弯 刀 
itm_sword_khergit_4_pl|重 型 弯 刀 
itm_mace_1|尖 头 棒 
itm_mace_1_pl|尖 头 棒 
itm_mace_2|圆 头 杖 
itm_mace_2_pl|圆 头 杖 
itm_mace_3|尖 头 杖 
itm_mace_3_pl|尖 头 杖 
itm_mace_4|翼 头 杖 
itm_mace_4_pl|翼 头 杖 
itm_club_with_spike_head|尖 头 棍 
itm_club_with_spike_head_pl|尖 头 棍 
itm_long_spiked_club|长 钉 棒 
itm_long_spiked_club_pl|长 钉 棒 
itm_long_hafted_knobbed_mace|长 柄 圆 头 杖 
itm_long_hafted_knobbed_mace_pl|长 柄 圆 头 杖 
itm_long_hafted_spiked_mace|长 柄 尖 头 杖 
itm_long_hafted_spiked_mace_pl|长 柄 尖 头 杖 
itm_sarranid_two_handed_mace_1|铁 杖 
itm_sarranid_two_handed_mace_1_pl|铁 杖 
itm_sarranid_mace_1|铁 杖 
itm_sarranid_mace_1_pl|铁 杖 
itm_sarranid_axe_a|铁 战 斗 斧 
itm_sarranid_axe_a_pl|铁 战 斗 斧 
itm_sarranid_axe_b|铁 战 斧 
itm_sarranid_axe_b_pl|铁 战 斧 
itm_sarranid_two_handed_axe_a|萨 兰 德 战 斗 斧 
itm_sarranid_two_handed_axe_a_pl|萨 兰 德 战 斗 斧 
itm_sarranid_two_handed_axe_b|萨 兰 德 战 斧 
itm_sarranid_two_handed_axe_b_pl|萨 兰 德 战 斧 
itm_scythe|长 柄 镰 刀 
itm_scythe_pl|长 柄 镰 刀 
itm_pitch_fork|耙 子 
itm_pitch_fork_pl|耙 子 
itm_military_fork|军 用 叉 
itm_military_fork_pl|军 用 叉 
itm_battle_fork|战 斗 叉 
itm_battle_fork_pl|战 斗 叉 
itm_boar_spear|尖 矛 
itm_boar_spear_pl|尖 矛 
itm_jousting_lance|练 习 骑 枪 
itm_jousting_lance_pl|练 习 骑 枪 
itm_double_sided_lance|双 头 骑 枪 
itm_double_sided_lance_pl|双 头 骑 枪 
itm_glaive|长 柄 大 刀 
itm_glaive_pl|长 柄 大 刀 
itm_poleaxe|长 柄 斧 
itm_poleaxe_pl|长 柄 斧 
itm_polehammer|长 柄 锤 
itm_polehammer_pl|长 柄 锤 
itm_staff|棍 
itm_staff_pl|棍 
itm_quarter_staff|铁 头 棍 
itm_quarter_staff_pl|铁 头 棍 
itm_iron_staff|铁 棍 
itm_iron_staff_pl|铁 棍 
itm_shortened_spear|短 柄 矛 
itm_shortened_spear_pl|短 柄 矛 
itm_spear|矛 
itm_spear_pl|矛 
itm_bamboo_spear|竹 矛 
itm_bamboo_spear_pl|竹 矛 
itm_war_spear|战 矛 
itm_war_spear_pl|战 矛 
itm_military_scythe|军 用 镰 
itm_military_scythe_pl|军 用 镰 
itm_light_lance|轻 型 骑 枪 
itm_light_lance_pl|轻 型 骑 枪 
itm_lance|骑 枪 
itm_lance_pl|骑 枪 
itm_heavy_lance|重 型 骑 枪 
itm_heavy_lance_pl|重 型 骑 枪 
itm_great_lance|巨 型 骑 枪 
itm_great_lance_pl|巨 型 骑 枪 
itm_pike|枪 
itm_pike_pl|枪 
itm_ashwood_pike|灰 木 枪 
itm_ashwood_pike_pl|灰 木 枪 
itm_awlpike|锥 头 枪 
itm_awlpike_pl|锥 头 枪 
itm_awlpike_long|长 锥 头 枪 
itm_awlpike_long_pl|长 锥 头 枪 
itm_bec_de_corbin_a|战 锤 
itm_bec_de_corbin_a_pl|战 锤 
itm_wooden_shield|木 盾 
itm_wooden_shield_pl|木 盾 
itm_nordic_shield|日 尔 曼 盾 
itm_nordic_shield_pl|日 尔 曼 盾 
itm_fur_covered_shield|蒙 皮 盾 
itm_fur_covered_shield_pl|蒙 皮 盾 
itm_steel_shield|钢 盾 
itm_steel_shield_pl|钢 盾 
itm_plate_covered_round_shield|覆 板 圆 盾 
itm_plate_covered_round_shield_pl|覆 板 圆 盾 
itm_leather_covered_round_shield|蒙 皮 圆 盾 
itm_leather_covered_round_shield_pl|蒙 皮 圆 盾 
itm_hide_covered_round_shield|兽 皮 圆 盾 
itm_hide_covered_round_shield_pl|兽 皮 圆 盾 
itm_shield_heater_c|扇 形 盾 
itm_shield_heater_c_pl|扇 形 盾 
itm_norman_shield_1|筝 形 盾 
itm_norman_shield_1_pl|筝 形 盾 
itm_norman_shield_2|筝 形 盾 
itm_norman_shield_2_pl|筝 形 盾 
itm_norman_shield_3|筝 形 盾 
itm_norman_shield_3_pl|筝 形 盾 
itm_norman_shield_4|筝 形 盾 
itm_norman_shield_4_pl|筝 形 盾 
itm_norman_shield_5|筝 形 盾 
itm_norman_shield_5_pl|筝 形 盾 
itm_norman_shield_6|筝 形 盾 
itm_norman_shield_6_pl|筝 形 盾 
itm_norman_shield_7|筝 形 盾 
itm_norman_shield_7_pl|筝 形 盾 
itm_norman_shield_8|筝 形 盾 
itm_norman_shield_8_pl|筝 形 盾 
itm_tab_shield_round_a|旧 圆 盾 
itm_tab_shield_round_a_pl|旧 圆 盾 
itm_tab_shield_round_b|简 易 圆 盾 
itm_tab_shield_round_b_pl|简 易 圆 盾 
itm_tab_shield_round_c|圆 盾 
itm_tab_shield_round_c_pl|圆 盾 
itm_tab_shield_round_d|重 型 圆 盾 
itm_tab_shield_round_d_pl|重 型 圆 盾 
itm_tab_shield_round_e|皇 家 侍 卫 圆 盾 
itm_tab_shield_round_e_pl|皇 家 侍 卫 圆 盾 
itm_tab_shield_kite_a|旧 筝 形 盾 
itm_tab_shield_kite_a_pl|旧 筝 形 盾 
itm_tab_shield_kite_b|简 易 筝 形 盾 
itm_tab_shield_kite_b_pl|简 易 筝 形 盾 
itm_tab_shield_kite_c|筝 形 盾 
itm_tab_shield_kite_c_pl|筝 形 盾 
itm_tab_shield_kite_d|重 型 筝 形 盾 
itm_tab_shield_kite_d_pl|重 型 筝 形 盾 
itm_tab_shield_kite_cav_a|骑 手 筝 形 盾 
itm_tab_shield_kite_cav_a_pl|骑 手 筝 形 盾 
itm_tab_shield_kite_cav_b|骑 士 筝 形 盾 
itm_tab_shield_kite_cav_b_pl|骑 士 筝 形 盾 
itm_tab_shield_heater_a|旧 扇 形 盾 
itm_tab_shield_heater_a_pl|旧 扇 形 盾 
itm_tab_shield_heater_b|简 易 扇 形 盾 
itm_tab_shield_heater_b_pl|简 易 扇 形 盾 
itm_tab_shield_heater_c|扇 形 盾 
itm_tab_shield_heater_c_pl|扇 形 盾 
itm_tab_shield_heater_d|重 扇 形 盾 
itm_tab_shield_heater_d_pl|重 扇 形 盾 
itm_tab_shield_heater_cav_a|骑 手 扇 形 盾 
itm_tab_shield_heater_cav_a_pl|骑 手 扇 形 盾 
itm_tab_shield_heater_cav_b|骑 士 扇 形 盾 
itm_tab_shield_heater_cav_b_pl|骑 士 扇 形 盾 
itm_tab_shield_pavise_a|旧 阔 盾 
itm_tab_shield_pavise_a_pl|旧 阔 盾 
itm_tab_shield_pavise_b|平 面 阔 盾 
itm_tab_shield_pavise_b_pl|平 面 阔 盾 
itm_tab_shield_pavise_c|阔 盾 
itm_tab_shield_pavise_c_pl|阔 盾 
itm_tab_shield_pavise_d|重 型 阔 盾 
itm_tab_shield_pavise_d_pl|重 型 阔 盾 
itm_tab_shield_small_round_a|平 面 骑 兵 盾 
itm_tab_shield_small_round_a_pl|平 面 骑 兵 盾 
itm_tab_shield_small_round_b|圆 骑 兵 盾 
itm_tab_shield_small_round_b_pl|圆 骑 兵 盾 
itm_tab_shield_small_round_c|精 锐 骑 兵 盾 
itm_tab_shield_small_round_c_pl|精 锐 骑 兵 盾 
itm_darts|梭 镖 
itm_darts_pl|梭 镖 
itm_war_darts|战 镖 
itm_war_darts_pl|战 镖 
itm_javelin|标 枪 
itm_javelin_pl|标 枪 
itm_javelin_melee|标 枪 
itm_javelin_melee_pl|标 枪 
itm_throwing_spears|投 矛 
itm_throwing_spears_pl|投 矛 
itm_throwing_spear_melee|投 矛 
itm_throwing_spear_melee_pl|投 矛 
itm_jarid|短 标 枪 
itm_jarid_pl|短 标 枪 
itm_jarid_melee|短 标 枪 
itm_jarid_melee_pl|短 标 枪 
itm_stones|石 子 
itm_stones_pl|石 子 
itm_throwing_knives|飞 刀 
itm_throwing_knives_pl|飞 刀 
itm_throwing_daggers|飞 刀 
itm_throwing_daggers_pl|飞 刀 
itm_light_throwing_axes|轻 型 飞 斧 
itm_light_throwing_axes_pl|轻 型 飞 斧 
itm_light_throwing_axes_melee|轻 型 飞 斧 
itm_light_throwing_axes_melee_pl|轻 型 飞 斧 
itm_throwing_axes|飞 斧 
itm_throwing_axes_pl|飞 斧 
itm_throwing_axes_melee|飞 斧 
itm_throwing_axes_melee_pl|飞 斧 
itm_heavy_throwing_axes|重 型 飞 斧 
itm_heavy_throwing_axes_pl|重 型 飞 斧 
itm_heavy_throwing_axes_melee|重 型 飞 斧 
itm_heavy_throwing_axes_melee_pl|重 型 飞 斧 
itm_hunting_bow|猎 弓 
itm_hunting_bow_pl|猎 弓 
itm_short_bow|短 弓 
itm_short_bow_pl|短 弓 
itm_nomad_bow|游 牧 弓 
itm_nomad_bow_pl|游 牧 弓 
itm_long_bow|长 弓 
itm_long_bow_pl|长 弓 
itm_khergit_bow|库 吉 特 弓 
itm_khergit_bow_pl|库 吉 特 弓 
itm_strong_bow|硬 弓 
itm_strong_bow_pl|硬 弓 
itm_war_bow|战 弓 
itm_war_bow_pl|战 弓 
itm_hunting_crossbow|猎 弩 
itm_hunting_crossbow_pl|猎 弩 
itm_light_crossbow|轻 弩 
itm_light_crossbow_pl|轻 弩 
itm_crossbow|弩 
itm_crossbow_pl|弩 
itm_heavy_crossbow|重 弩 
itm_heavy_crossbow_pl|重 弩 
itm_sniper_crossbow|攻 城 弩 
itm_sniper_crossbow_pl|攻 城 弩 
itm_flintlock_pistol|燧 石 发 火 手 枪 
itm_flintlock_pistol_pl|燧 石 发 火 手 枪 
itm_torch|火 把 
itm_torch_pl|火 把 
itm_lyre|里 拉 琴 
itm_lyre_pl|里 拉 琴 
itm_lute|鲁 特 琴 
itm_lute_pl|鲁 特 琴 
itm_strange_armor|奇 形 甲 
itm_strange_armor_pl|奇 形 甲 
itm_strange_boots|奇 形 靴 
itm_strange_boots_pl|奇 形 靴 
itm_strange_helmet|奇 形 盔 
itm_strange_helmet_pl|奇 形 盔 
itm_strange_sword|奇 形 刀 
itm_strange_sword_pl|奇 形 刀 
itm_strange_great_sword|奇 形 长 刀 
itm_strange_great_sword_pl|奇 形 长 刀 
itm_strange_short_sword|奇 形 短 刀 
itm_strange_short_sword_pl|奇 形 短 刀 
itm_court_dress|侍 女 裙 
itm_court_dress_pl|侍 女 裙 
itm_rich_outfit|华 服 
itm_rich_outfit_pl|华 服 
itm_khergit_guard_armor|库 吉 特 护 甲 
itm_khergit_guard_armor_pl|库 吉 特 护 甲 
itm_felt_steppe_cap|草 原 带 沿 帽 
itm_felt_steppe_cap_pl|草 原 带 沿 帽 
itm_khergit_war_helmet|库 吉 特 战 盔 
itm_khergit_war_helmet_pl|库 吉 特 战 盔 
itm_khergit_helmet|库 吉 特 盔 
itm_khergit_helmet_pl|库 吉 特 盔 
itm_khergit_guard_boots|库 吉 特 护 靴 
itm_khergit_guard_boots_pl|库 吉 特 护 靴 
itm_khergit_guard_helmet|库 吉 特 护 盔 
itm_khergit_guard_helmet_pl|库 吉 特 护 盔 
itm_khergit_cavalry_helmet|库 吉 特 骑 盔 
itm_khergit_cavalry_helmet_pl|库 吉 特 骑 盔 
itm_black_hood|黑 风 帽 
itm_black_hood_pl|黑 风 帽 
itm_light_leather|轻 皮 甲 
itm_light_leather_pl|轻 皮 甲 
itm_light_leather_boots|轻 皮 靴 
itm_light_leather_boots_pl|轻 皮 靴 
itm_mail_and_plate|链 板 复 合 甲 
itm_mail_and_plate_pl|链 板 复 合 甲 
itm_light_mail_and_plate|轻 链 板 复 合 甲 
itm_light_mail_and_plate_pl|轻 链 板 复 合 甲 
itm_byzantion_helmet_a|拜 占 庭 盔 
itm_byzantion_helmet_a_pl|拜 占 庭 盔 
itm_magyar_helmet_a|马 扎 尔 盔 
itm_magyar_helmet_a_pl|马 扎 尔 盔 
itm_rus_helmet_a|钢 盔 
itm_rus_helmet_a_pl|钢 盔 
itm_sipahi_helmet_a|西 帕 希 盔 
itm_sipahi_helmet_a_pl|西 帕 希 盔 
itm_shahi|萨 希 
itm_shahi_pl|萨 希 
itm_rabati|拉 巴 特 
itm_rabati_pl|拉 巴 特 
itm_tunic_with_green_cape|绿 色 带 披 风 短 袍 
itm_tunic_with_green_cape_pl|绿 色 带 披 风 短 袍 
itm_keys|钥 匙 串 
itm_keys_pl|钥 匙 串 
itm_bride_dress|新 娘 装 
itm_bride_dress_pl|新 娘 装 
itm_bride_crown|花 冠 
itm_bride_crown_pl|花 冠 
itm_bride_shoes|新 娘 鞋 
itm_bride_shoes_pl|新 娘 鞋 
itm_practice_bow_2|练 习 弓 
itm_practice_bow_2_pl|练 习 弓 
itm_practice_arrows_2|练 习 箭 
itm_practice_arrows_2_pl|练 习 箭 
itm_plate_boots|板 甲 靴 
itm_plate_boots_pl|板 甲 靴 
itm_mail_boots_for_tableau|链 甲 靴 
itm_mail_boots_for_tableau_pl|链 甲 靴 
itm_warhorse_sarranid|萨 兰 德 军 马 
itm_warhorse_sarranid_pl|萨 兰 德 军 马 
itm_warhorse_steppe|草 原 战 马 
itm_warhorse_steppe_pl|草 原 战 马 
itm_items_end|Items End 
itm_items_end_pl|Items End 
